,building_type_id,building_sqft,general_type,lot_size,residential_units,net_residential_units
414209,20,396.90000000000003,Residential,3969,1.0,0.0
414221,3,416.20000000000005,Residential,4162,1.0,0.0
414226,24,429.8,Residential,4298,1.0,0.0
414235,2,861.7,Residential,8617,1.0,0.0
414241,3,491.0,Residential,4910,1.0,0.0
414266,2,463.70000000000005,Residential,4637,1.0,0.0
414310,24,660.6,Residential,6606,1.0,0.0
414359,24,422.08,Residential,5276,1.0,0.0
414403,20,3830.5,Residential,38305,4.0,4.0
414434,3,971.3000000000001,Residential,9713,1.0,0.0
414706,24,788.2,Residential,7882,1.0,0.0
414853,24,937.2,Residential,9372,1.0,0.0
414910,3,5063.400000000001,Residential,50634,6.0,6.0
414917,24,989.1,Residential,9891,1.0,0.0
414945,3,14746.800000000001,Residential,147468,15.0,15.0
415072,24,903.1,Residential,9031,1.0,0.0
415101,2,21769.800000000003,Residential,217698,22.0,22.0
415104,20,34639.700000000004,Residential,346397,35.0,35.0
415278,3,18857.7,Residential,188577,19.0,-29.0
415781,24,9236.2,Residential,92362,10.0,-54.0
416817,24,986.3000000000001,Residential,9863,1.0,0.0
416818,24,696.8000000000001,Residential,6968,1.0,0.0
417685,24,1607.97,Residential,7657,2.0,1.0
417699,2,1609.6499999999999,Residential,7665,2.0,1.0
417716,24,1573.53,Residential,7493,2.0,1.0
417717,2,1974.6299999999999,Residential,9403,2.0,1.0
417728,24,2685.27,Residential,12787,3.0,2.0
417789,2,1535.73,Residential,7313,2.0,1.0
417838,20,1924.02,Residential,9162,2.0,1.0
417934,24,1314.18,Residential,6258,2.0,1.0
417986,3,157029.75,Residential,209373,158.0,158.0
417994,3,5655.3,Residential,26930,6.0,5.0
418372,24,1139.4,Residential,11394,2.0,1.0
418373,2,783.9000000000001,Residential,7839,1.0,0.0
418377,24,811.4000000000001,Residential,8114,1.0,0.0
418403,2,745.0,Residential,7450,1.0,0.0
418415,24,1101.5,Residential,11015,2.0,1.0
418450,3,667.9000000000001,Residential,6679,1.0,0.0
418461,24,687.8000000000001,Residential,6878,1.0,0.0
418776,2,1297.3799999999999,Residential,6178,2.0,1.0
418842,3,1379.28,Residential,6568,2.0,1.0
418846,24,1327.62,Residential,6322,2.0,1.0
418968,2,1111.0,Residential,11110,2.0,1.0
418989,3,250.0,Residential,941,1.0,1.0
419033,2,678.4000000000001,Residential,6784,1.0,0.0
419053,2,1503.2,Residential,15032,2.0,0.0
419056,24,1592.5,Residential,15925,2.0,-2.0
419063,2,923.9000000000001,Residential,9239,1.0,0.0
419141,2,641.7,Residential,6417,1.0,0.0
419151,2,599.6,Residential,5996,1.0,0.0
419156,24,1043.4,Residential,10434,2.0,1.0
419167,24,685.4000000000001,Residential,6854,1.0,0.0
419168,24,706.9000000000001,Residential,7069,1.0,0.0
419184,3,726.2,Residential,7262,1.0,0.0
419188,2,712.6,Residential,7126,1.0,0.0
419195,24,704.2,Residential,7042,1.0,0.0
420012,3,28208.600000000002,Residential,282086,29.0,29.0
420097,24,651.7,Residential,6517,1.0,0.0
420283,24,250.0,Residential,1856,1.0,1.0
420522,2,17439.8,Residential,174398,18.0,18.0
421205,24,1075.5,Residential,10755,2.0,1.0
421228,24,717.1,Residential,7171,1.0,0.0
421261,2,1005.9000000000001,Residential,10059,2.0,1.0
421282,20,1250.4,Residential,12504,2.0,1.0
421297,24,950.2,Residential,9502,1.0,0.0
421378,24,629.1,Residential,6291,1.0,0.0
421576,24,548.2,Residential,5482,1.0,0.0
421581,24,483.70000000000005,Residential,4837,1.0,0.0
421606,24,500.3,Residential,5003,1.0,0.0
421680,3,764.7,Residential,7647,1.0,0.0
421751,24,421.0,Residential,4210,1.0,0.0
421755,24,536.3000000000001,Residential,5363,1.0,0.0
421812,24,1368.2,Residential,13682,2.0,1.0
422560,3,10960.7,Residential,109607,11.0,-55.0
